,0
isDivis_509,0.0024110013096797236
isDivis_521,0.0014882724133825455
isDivis_523,0.0019347541373973091
isDivis_541,0.001339445172044291
isDivis_547,0.0014882724133825455
isDivis_557,0.0014882724133825455
isDivis_563,0.0017561614477914038
isDivis_569,0.0018156923443267056
isDivis_571,0.0012203833789736873
isDivis_577,0.0014585069651148947
isDivis_587,0.001339445172044291
isDivis_593,0.001012025241100131
isDivis_599,0.0014882724133825455
isDivis_601,0.001339445172044291
isDivis_607,0.0015478033099178474
isDivis_613,0.0012203833789736873
isDivis_617,0.0014287415168472437
isDivis_619,0.0015775687581854982
isDivis_631,0.0016073342064531493
isDivis_641,0.001339445172044291
isDivis_643,0.0012203833789736873
isDivis_647,0.001339445172044291
isDivis_653,0.001339445172044291
isDivis_659,0.00130967972377664
isDivis_661,0.0008929634480295273
isDivis_673,0.0011310870341707346
isDivis_677,0.0015180378616501964
isDivis_683,0.0011310870341707346
isDivis_691,0.0016370996547208
isDivis_701,0.0011608524824383854
isDivis_709,0.0012799142755089892
isDivis_719,0.0013989760685795929
isDivis_727,0.0008929634480295273
isDivis_733,0.0014287415168472437
isDivis_739,0.0016668651029884511
isDivis_743,0.001339445172044291
isDivis_751,0.0011608524824383854
isDivis_757,0.0011906179307060365
isDivis_761,0.0011310870341707346
isDivis_769,0.001339445172044291
isDivis_773,0.0011608524824383854
isDivis_787,0.0011608524824383854
isDivis_797,0.00098225979283248
isDivis_809,0.0008929634480295273
isDivis_811,0.0012203833789736873
isDivis_821,0.001012025241100131
isDivis_823,0.0008929634480295273
isDivis_827,0.001012025241100131
isDivis_829,0.0011608524824383854
isDivis_839,0.0015180378616501964
isDivis_853,0.00098225979283248
isDivis_857,0.0013692106203119418
isDivis_859,0.0011310870341707346
isDivis_863,0.0014287415168472437
isDivis_877,0.0008631979997618764
isDivis_881,0.0008036671032265746
isDivis_883,0.0007143707584236218
isDivis_887,0.0008631979997618764
isDivis_907,0.001041790689367782
isDivis_911,0.0006846053101559709
isDivis_919,0.0007739016549589237
isDivis_929,0.0009227288962971782
isDivis_937,0.0009227288962971782
isDivis_941,0.0008334325514942256
isDivis_947,0.0006846053101559709
isDivis_953,0.0008036671032265746
isDivis_967,0.00065483986188832
isDivis_971,0.0008631979997618764
isDivis_977,0.0007143707584236218
isDivis_983,0.0008334325514942256
isDivis_991,0.0006250744136206692
isDivis_997,0.0011310870341707346
isDivis_1009,0.0007441362066912728
isDivis_1013,0.0004762471722824146
isDivis_1019,0.0011310870341707346
isDivis_1021,0.00044648172401476365
isDivis_1031,0.0007441362066912728
isDivis_1033,0.0005953089653530182
isDivis_1039,0.0007143707584236218
isDivis_1049,0.0008334325514942256
isDivis_1051,0.0006846053101559709
isDivis_1061,0.0005953089653530182
isDivis_1063,0.0007441362066912728
isDivis_1069,0.0007441362066912728
isDivis_1087,0.001012025241100131
isDivis_1091,0.0006250744136206692
isDivis_1093,0.0007441362066912728
isDivis_1097,0.0008036671032265746
isDivis_1103,0.0006846053101559709
isDivis_1109,0.0005953089653530182
isDivis_1117,0.00065483986188832
isDivis_1123,0.0007143707584236218
isDivis_1129,0.0004762471722824146
isDivis_1151,0.00038695082747946185
isDivis_1153,0.0004762471722824146
isDivis_1163,0.0007441362066912728
isDivis_1171,0.0009524943445648292
isDivis_1181,0.0005357780688177164
isDivis_1187,0.0008036671032265746
isDivis_1193,0.0005953089653530182
isDivis_1201,0.00065483986188832
isDivis_1213,0.0008036671032265746
isDivis_1217,0.0007739016549589237
isDivis_1223,0.0005953089653530182
isDivis_1229,0.0008631979997618764
isDivis_1231,0.0005357780688177164
isDivis_1237,0.0005060126205500655
isDivis_1249,0.0004762471722824146
isDivis_1259,0.0008334325514942256
isDivis_1277,0.0008929634480295273
isDivis_1279,0.00065483986188832
isDivis_1283,0.0007441362066912728
isDivis_1289,0.0005655435170853673
isDivis_1291,0.0005357780688177164
isDivis_1297,0.0008036671032265746
isDivis_1301,0.0007143707584236218
isDivis_1303,0.0007739016549589237
isDivis_1307,0.00065483986188832
isDivis_1319,0.0007739016549589237
isDivis_1321,0.0006846053101559709
isDivis_1327,0.0005060126205500655
isDivis_1361,0.0007441362066912728
isDivis_1367,0.0005953089653530182
isDivis_1373,0.00038695082747946185
isDivis_1381,0.0005655435170853673
isDivis_1399,0.0005655435170853673
isDivis_1409,0.00065483986188832
isDivis_1423,0.0004762471722824146
isDivis_1427,0.0006250744136206692
isDivis_1429,0.0006250744136206692
isDivis_1433,0.00044648172401476365
isDivis_1439,0.0006250744136206692
isDivis_1447,0.00038695082747946185
isDivis_1451,0.0005655435170853673
isDivis_1453,0.0003571853792118109
isDivis_1459,0.0008334325514942256
isDivis_1471,0.00038695082747946185
isDivis_1481,0.0008631979997618764
isDivis_1483,0.0006846053101559709
isDivis_1487,0.0007143707584236218
isDivis_1489,0.0004762471722824146
isDivis_1493,0.0005357780688177164
isDivis_1499,0.0006846053101559709
isDivis_1511,0.0005655435170853673
isDivis_1523,0.0004167162757471128
isDivis_1531,0.00065483986188832
isDivis_1543,0.0005060126205500655
isDivis_1549,0.0003571853792118109
isDivis_1553,0.0004762471722824146
isDivis_1559,0.00038695082747946185
isDivis_1567,0.0005060126205500655
isDivis_1571,0.00038695082747946185
isDivis_1579,0.0005953089653530182
isDivis_1583,0.0004762471722824146
isDivis_1597,0.0004167162757471128
isDivis_1601,0.00032741993094416
isDivis_1607,0.0005655435170853673
isDivis_1609,0.00032741993094416
isDivis_1613,0.0004167162757471128
isDivis_1619,0.00038695082747946185
isDivis_1621,0.0004167162757471128
isDivis_1627,0.00032741993094416
isDivis_1637,0.0004167162757471128
isDivis_1657,0.0002381235861412073
isDivis_1663,0.0002678890344088582
isDivis_1667,0.0005655435170853673
isDivis_1669,0.0003571853792118109
isDivis_1693,0.0004762471722824146
isDivis_1697,0.0004762471722824146
isDivis_1699,0.00044648172401476365
isDivis_1709,0.0002083581378735564
isDivis_1721,0.0004167162757471128
isDivis_1723,0.0005060126205500655
isDivis_1733,0.0002678890344088582
isDivis_1741,0.00032741993094416
isDivis_1747,0.0002678890344088582
isDivis_1753,0.0002678890344088582
isDivis_1759,0.00038695082747946185
isDivis_1777,0.0005655435170853673
isDivis_1783,0.00017859268960590546
isDivis_1787,0.00044648172401476365
isDivis_1789,0.0005357780688177164
isDivis_1801,0.0003571853792118109
isDivis_1811,0.00032741993094416
isDivis_1823,0.0002381235861412073
isDivis_1831,0.0005060126205500655
isDivis_1847,0.0003571853792118109
isDivis_1861,0.0004167162757471128
isDivis_1867,0.00032741993094416
isDivis_1871,0.00038695082747946185
isDivis_1873,0.0004762471722824146
isDivis_1877,0.00032741993094416
isDivis_1879,0.0004167162757471128
isDivis_1889,0.0002678890344088582
isDivis_1901,0.00038695082747946185
isDivis_1907,0.0004167162757471128
isDivis_1913,0.0003571853792118109
isDivis_1931,0.00038695082747946185
isDivis_1933,0.0002976544826765091
isDivis_1949,0.0002083581378735564
isDivis_1951,0.0005060126205500655
isDivis_1973,0.00038695082747946185
isDivis_1979,0.0002976544826765091
isDivis_1987,0.00032741993094416
isDivis_1993,0.0002083581378735564
isDivis_1997,0.00038695082747946185
isDivis_1999,0.0004167162757471128
isDivis_2003,0.00038695082747946185
isDivis_2011,0.00038695082747946185
isDivis_2017,0.00032741993094416
isDivis_2027,0.0002083581378735564
isDivis_2029,0.00044648172401476365
isDivis_2039,0.0004167162757471128
isDivis_2053,0.0004167162757471128
isDivis_2063,0.0003571853792118109
isDivis_2069,0.00032741993094416
isDivis_2081,0.00044648172401476365
isDivis_2083,0.0003571853792118109
isDivis_2087,0.00044648172401476365
isDivis_2089,0.0005357780688177164
isDivis_2099,0.0004762471722824146
isDivis_2111,0.0002678890344088582
isDivis_2113,0.0002976544826765091
isDivis_2129,0.0003571853792118109
isDivis_2131,0.00032741993094416
isDivis_2137,0.0004167162757471128
isDivis_2141,0.0002678890344088582
isDivis_2143,0.0003571853792118109
isDivis_2153,0.00032741993094416
isDivis_2161,0.00038695082747946185
isDivis_2179,0.0003571853792118109
isDivis_2203,0.00044648172401476365
isDivis_2207,0.0003571853792118109
isDivis_2213,0.0002976544826765091
isDivis_2221,0.0005655435170853673
isDivis_2237,0.0002381235861412073
isDivis_2239,0.0002976544826765091
isDivis_2243,0.0003571853792118109
isDivis_2251,0.0003571853792118109
isDivis_2267,0.00032741993094416
isDivis_2269,0.0002678890344088582
isDivis_2273,0.00032741993094416
isDivis_2281,0.0003571853792118109
isDivis_2287,0.0002678890344088582
isDivis_2293,0.00014882724133825456
isDivis_2297,0.00014882724133825456
isDivis_2309,0.00032741993094416
isDivis_2311,0.0002381235861412073
isDivis_2333,0.0002678890344088582
isDivis_2339,0.00044648172401476365
isDivis_2341,0.0002678890344088582
isDivis_2347,0.0003571853792118109
isDivis_2351,0.0004762471722824146
isDivis_2357,0.0004762471722824146
isDivis_2371,0.0002083581378735564
isDivis_2377,0.00065483986188832
isDivis_2381,0.00014882724133825456
isDivis_2383,0.00014882724133825456
isDivis_2389,0.00038695082747946185
isDivis_2393,0.00032741993094416
isDivis_2399,0.0002678890344088582
isDivis_2411,0.0002678890344088582
isDivis_2417,0.0003571853792118109
isDivis_2423,0.00044648172401476365
isDivis_2437,0.0004762471722824146
isDivis_2441,0.0002678890344088582
isDivis_2447,8.929634480295273e-05
isDivis_2459,0.00038695082747946185
isDivis_2467,0.0002083581378735564
isDivis_2473,0.00032741993094416
isDivis_2477,0.0002381235861412073
isDivis_2503,0.00032741993094416
isDivis_2521,0.0003571853792118109
isDivis_2531,0.0002083581378735564
isDivis_2539,0.0003571853792118109
isDivis_2543,0.00017859268960590546
isDivis_2549,0.0003571853792118109
isDivis_2551,0.0003571853792118109
isDivis_2557,0.0002976544826765091
isDivis_2579,8.929634480295273e-05
isDivis_2591,0.0002678890344088582
isDivis_2593,0.0004167162757471128
isDivis_2609,0.0003571853792118109
isDivis_2617,0.00017859268960590546
isDivis_2621,0.00017859268960590546
isDivis_2633,8.929634480295273e-05
isDivis_2647,0.0002083581378735564
isDivis_2657,0.0002381235861412073
isDivis_2659,0.0002976544826765091
isDivis_2663,0.00011906179307060365
isDivis_2671,0.00032741993094416
isDivis_2677,0.0004167162757471128
isDivis_2683,0.0002381235861412073
isDivis_2687,0.0004167162757471128
isDivis_2689,8.929634480295273e-05
isDivis_2693,0.0002083581378735564
isDivis_2699,0.00011906179307060365
isDivis_2707,0.0002381235861412073
isDivis_2711,0.00017859268960590546
isDivis_2713,0.00014882724133825456
isDivis_2719,0.0002678890344088582
isDivis_2729,8.929634480295273e-05
isDivis_2731,0.00011906179307060365
isDivis_2741,0.00011906179307060365
isDivis_2749,0.0002381235861412073
isDivis_2753,0.00014882724133825456
isDivis_2767,0.00014882724133825456
isDivis_2777,0.0002381235861412073
isDivis_2789,0.00017859268960590546
isDivis_2791,0.0002381235861412073
isDivis_2797,0.0002381235861412073
isDivis_2801,0.0002381235861412073
isDivis_2803,0.00014882724133825456
isDivis_2819,0.0002083581378735564
isDivis_2833,0.00032741993094416
isDivis_2837,0.00038695082747946185
isDivis_2843,0.00017859268960590546
isDivis_2851,0.00011906179307060365
isDivis_2857,0.0002381235861412073
isDivis_2861,0.0002381235861412073
isDivis_2879,0.0002083581378735564
isDivis_2887,0.00011906179307060365
isDivis_2897,0.00011906179307060365
isDivis_2903,0.00014882724133825456
isDivis_2909,8.929634480295273e-05
isDivis_2917,0.00032741993094416
isDivis_2927,0.00038695082747946185
isDivis_2939,0.00017859268960590546
isDivis_2953,8.929634480295273e-05
isDivis_2957,8.929634480295273e-05
isDivis_2963,0.00044648172401476365
isDivis_2969,0.0004167162757471128
isDivis_2971,0.00038695082747946185
isDivis_2999,0.00011906179307060365
isDivis_3001,0.00038695082747946185
isDivis_3011,0.0004167162757471128
isDivis_3019,5.953089653530182e-05
isDivis_3023,0.00038695082747946185
isDivis_3037,0.00017859268960590546
isDivis_3041,0.0002678890344088582
isDivis_3049,0.0002381235861412073
isDivis_3061,5.953089653530182e-05
isDivis_3067,0.00011906179307060365
isDivis_3079,2.976544826765091e-05
isDivis_3083,0.0002083581378735564
isDivis_3089,5.953089653530182e-05
isDivis_3109,0.0002976544826765091
isDivis_3119,0.0004762471722824146
isDivis_3121,0.0004167162757471128
isDivis_3137,0.0002083581378735564
isDivis_3163,0.0002083581378735564
isDivis_3167,0.00014882724133825456
isDivis_3169,0.0002381235861412073
isDivis_3181,0.0002381235861412073
isDivis_3187,0.00017859268960590546
isDivis_3191,0.00014882724133825456
isDivis_3203,0.0002381235861412073
isDivis_3209,0.0002678890344088582
isDivis_3217,0.00011906179307060365
isDivis_3221,0.0002976544826765091
isDivis_3229,0.00011906179307060365
isDivis_3251,0.00017859268960590546
isDivis_3253,5.953089653530182e-05
isDivis_3257,0.0002381235861412073
isDivis_3259,0.0003571853792118109
isDivis_3271,5.953089653530182e-05
isDivis_3299,0.0004762471722824146
isDivis_3301,0.0002381235861412073
isDivis_3307,0.0002083581378735564
isDivis_3313,0.0002976544826765091
isDivis_3319,8.929634480295273e-05
isDivis_3323,0.00017859268960590546
isDivis_3329,0.0002976544826765091
isDivis_3331,0.0002678890344088582
isDivis_3343,0.00014882724133825456
isDivis_3347,8.929634480295273e-05
isDivis_3359,0.00014882724133825456
isDivis_3361,0.00038695082747946185
isDivis_3371,8.929634480295273e-05
isDivis_3373,0.00011906179307060365
isDivis_3389,0.0002083581378735564
isDivis_3391,0.00038695082747946185
isDivis_3407,0.0004167162757471128
isDivis_3413,0.0002976544826765091
isDivis_3433,0.0002381235861412073
isDivis_3449,0.00011906179307060365
isDivis_3457,0.0002381235861412073
isDivis_3461,0.00014882724133825456
isDivis_3463,0.00017859268960590546
isDivis_3467,0.0002381235861412073
isDivis_3469,0.00017859268960590546
isDivis_3491,0.00011906179307060365
isDivis_3499,2.976544826765091e-05
isDivis_3511,0.00014882724133825456
isDivis_3517,0.00014882724133825456
isDivis_3527,0.0
isDivis_3529,0.0002381235861412073
isDivis_3533,0.00014882724133825456
isDivis_3539,5.953089653530182e-05
isDivis_3541,0.0002083581378735564
isDivis_3547,0.00017859268960590546
isDivis_3557,0.00011906179307060365
isDivis_3559,0.00011906179307060365
isDivis_3571,0.00014882724133825456
isDivis_3581,0.00017859268960590546
isDivis_3583,2.976544826765091e-05
isDivis_3593,0.00017859268960590546
isDivis_3607,0.0002381235861412073
isDivis_3613,0.0002678890344088582
isDivis_3617,0.00017859268960590546
isDivis_3623,0.0002083581378735564
isDivis_3631,0.0002083581378735564
isDivis_3637,0.00011906179307060365
isDivis_3643,0.00011906179307060365
isDivis_3659,8.929634480295273e-05
isDivis_3671,0.0002083581378735564
isDivis_3673,0.0002381235861412073
isDivis_3677,0.0
isDivis_3691,8.929634480295273e-05
isDivis_3697,0.00011906179307060365
isDivis_3701,2.976544826765091e-05
isDivis_3709,8.929634480295273e-05
isDivis_3719,0.00017859268960590546
isDivis_3727,0.0002083581378735564
isDivis_3733,0.00017859268960590546
isDivis_3739,0.0002083581378735564
isDivis_3761,0.00011906179307060365
isDivis_3767,2.976544826765091e-05
isDivis_3769,0.0002678890344088582
isDivis_3779,0.00011906179307060365
isDivis_3793,2.976544826765091e-05
isDivis_3797,2.976544826765091e-05
isDivis_3803,0.0002083581378735564
isDivis_3821,0.00011906179307060365
isDivis_3823,0.00017859268960590546
isDivis_3833,0.00017859268960590546
isDivis_3847,5.953089653530182e-05
isDivis_3851,0.00017859268960590546
isDivis_3853,0.0002083581378735564
isDivis_3863,0.00017859268960590546
isDivis_3877,5.953089653530182e-05
isDivis_3881,5.953089653530182e-05
isDivis_3889,0.0002083581378735564
isDivis_3907,0.00014882724133825456
isDivis_3911,0.0002381235861412073
isDivis_3917,0.0002381235861412073
isDivis_3919,0.00014882724133825456
isDivis_3923,0.00011906179307060365
isDivis_3929,8.929634480295273e-05
isDivis_3931,0.00014882724133825456
isDivis_3943,8.929634480295273e-05
isDivis_3947,2.976544826765091e-05
isDivis_3967,0.0002381235861412073
isDivis_3989,5.953089653530182e-05
isDivis_4001,0.00014882724133825456
isDivis_4003,0.00011906179307060365
isDivis_4007,0.00014882724133825456
isDivis_4013,0.00011906179307060365
isDivis_4019,8.929634480295273e-05
isDivis_4021,0.0002976544826765091
isDivis_4027,0.00017859268960590546
isDivis_4049,0.00014882724133825456
isDivis_4051,0.00011906179307060365
isDivis_4057,0.00017859268960590546
isDivis_4073,0.00017859268960590546
isDivis_4079,8.929634480295273e-05
isDivis_4091,8.929634480295273e-05
isDivis_4093,0.0
isDivis_4099,0.00011906179307060365
isDivis_4111,5.953089653530182e-05
isDivis_4127,0.00017859268960590546
isDivis_4129,8.929634480295273e-05
isDivis_4133,0.0002083581378735564
isDivis_4139,0.00011906179307060365
isDivis_4153,0.0002083581378735564
isDivis_4157,5.953089653530182e-05
isDivis_4159,0.00011906179307060365
isDivis_4177,0.00017859268960590546
isDivis_4201,0.00014882724133825456
isDivis_4211,8.929634480295273e-05
isDivis_4217,0.0002381235861412073
isDivis_4219,8.929634480295273e-05
isDivis_4229,5.953089653530182e-05
isDivis_4231,0.00011906179307060365
isDivis_4241,0.00014882724133825456
isDivis_4243,0.00014882724133825456
isDivis_4253,0.00017859268960590546
isDivis_4259,2.976544826765091e-05
isDivis_4261,5.953089653530182e-05
isDivis_4271,0.00014882724133825456
isDivis_4273,0.00017859268960590546
isDivis_4283,0.0002381235861412073
isDivis_4289,2.976544826765091e-05
isDivis_4297,0.00017859268960590546
isDivis_4327,8.929634480295273e-05
isDivis_4337,0.00011906179307060365
isDivis_4339,2.976544826765091e-05
isDivis_4349,8.929634480295273e-05
isDivis_4357,8.929634480295273e-05
isDivis_4363,5.953089653530182e-05
isDivis_4373,8.929634480295273e-05
isDivis_4391,0.00011906179307060365
isDivis_4397,2.976544826765091e-05
isDivis_4409,8.929634480295273e-05
isDivis_4421,8.929634480295273e-05
isDivis_4423,8.929634480295273e-05
isDivis_4441,5.953089653530182e-05
isDivis_4447,0.00011906179307060365
isDivis_4451,5.953089653530182e-05
isDivis_4457,0.0002381235861412073
isDivis_4463,0.00017859268960590546
isDivis_4481,0.0002381235861412073
isDivis_4483,0.0002083581378735564
isDivis_4493,8.929634480295273e-05
isDivis_4507,0.0002083581378735564
isDivis_4513,0.0002678890344088582
isDivis_4517,8.929634480295273e-05
isDivis_4519,2.976544826765091e-05
isDivis_4523,5.953089653530182e-05
isDivis_4547,0.00017859268960590546
isDivis_4549,5.953089653530182e-05
isDivis_4561,5.953089653530182e-05
isDivis_4567,8.929634480295273e-05
isDivis_4583,8.929634480295273e-05
isDivis_4591,0.00011906179307060365
isDivis_4597,0.00014882724133825456
isDivis_4603,0.00014882724133825456
isDivis_4621,8.929634480295273e-05
isDivis_4637,0.00014882724133825456
isDivis_4639,0.00011906179307060365
isDivis_4643,0.00014882724133825456
isDivis_4649,8.929634480295273e-05
isDivis_4651,2.976544826765091e-05
isDivis_4657,0.0003571853792118109
isDivis_4663,0.00011906179307060365
isDivis_4673,5.953089653530182e-05
isDivis_4679,0.00014882724133825456
isDivis_4691,0.00014882724133825456
isDivis_4703,0.00017859268960590546
isDivis_4721,0.00011906179307060365
isDivis_4723,0.00017859268960590546
isDivis_4729,8.929634480295273e-05
isDivis_4733,0.00017859268960590546
isDivis_4751,2.976544826765091e-05
isDivis_4759,5.953089653530182e-05
isDivis_4783,0.00011906179307060365
isDivis_4787,5.953089653530182e-05
isDivis_4789,0.00011906179307060365
isDivis_4793,0.00011906179307060365
isDivis_4799,0.00014882724133825456
isDivis_4801,5.953089653530182e-05
isDivis_4813,8.929634480295273e-05
isDivis_4817,5.953089653530182e-05
isDivis_4831,0.00011906179307060365
isDivis_4861,0.00011906179307060365
isDivis_4871,2.976544826765091e-05
isDivis_4877,0.00011906179307060365
isDivis_4889,8.929634480295273e-05
isDivis_4903,5.953089653530182e-05
isDivis_4909,8.929634480295273e-05
isDivis_4919,0.00011906179307060365
isDivis_4931,5.953089653530182e-05
isDivis_4933,0.00011906179307060365
isDivis_4937,0.0002381235861412073
isDivis_4943,0.0
isDivis_4951,8.929634480295273e-05
isDivis_4957,8.929634480295273e-05
isDivis_4967,0.00011906179307060365
isDivis_4969,0.0002678890344088582
isDivis_4973,0.00011906179307060365
isDivis_4987,2.976544826765091e-05
isDivis_4993,5.953089653530182e-05
isDivis_4999,0.0002976544826765091
isDivis_5003,0.00014882724133825456
isDivis_5009,8.929634480295273e-05
isDivis_5011,5.953089653530182e-05
isDivis_5021,8.929634480295273e-05
isDivis_5023,2.976544826765091e-05
isDivis_5039,0.00017859268960590546
isDivis_5051,5.953089653530182e-05
isDivis_5059,5.953089653530182e-05
isDivis_5077,5.953089653530182e-05
isDivis_5081,0.0
isDivis_5087,0.0002083581378735564
isDivis_5099,8.929634480295273e-05
isDivis_5101,5.953089653530182e-05
isDivis_5107,0.00011906179307060365
isDivis_5113,0.00017859268960590546
isDivis_5119,8.929634480295273e-05
isDivis_5147,0.00014882724133825456
isDivis_5153,8.929634480295273e-05
isDivis_5167,0.0002678890344088582
isDivis_5171,0.00014882724133825456
isDivis_5179,5.953089653530182e-05
isDivis_5189,0.00014882724133825456
isDivis_5197,8.929634480295273e-05
isDivis_5209,5.953089653530182e-05
isDivis_5227,5.953089653530182e-05
isDivis_5231,0.00011906179307060365
isDivis_5233,5.953089653530182e-05
isDivis_5237,8.929634480295273e-05
isDivis_5261,0.0002381235861412073
isDivis_5273,2.976544826765091e-05
isDivis_5279,8.929634480295273e-05
isDivis_5281,0.00017859268960590546
isDivis_5297,0.00017859268960590546
isDivis_5303,0.00011906179307060365
isDivis_5309,8.929634480295273e-05
isDivis_5323,0.0002083581378735564
isDivis_5333,0.0002381235861412073
isDivis_5347,0.00017859268960590546
isDivis_5351,8.929634480295273e-05
isDivis_5381,5.953089653530182e-05
isDivis_5387,0.00011906179307060365
isDivis_5393,2.976544826765091e-05
isDivis_5399,0.00014882724133825456
isDivis_5407,0.00014882724133825456
isDivis_5413,5.953089653530182e-05
isDivis_5417,8.929634480295273e-05
isDivis_5419,2.976544826765091e-05
isDivis_5431,0.00011906179307060365
isDivis_5437,5.953089653530182e-05
isDivis_5441,2.976544826765091e-05
isDivis_5443,0.00014882724133825456
isDivis_5449,0.0002381235861412073
isDivis_5471,0.00017859268960590546
isDivis_5477,0.00017859268960590546
isDivis_5479,5.953089653530182e-05
isDivis_5483,0.00014882724133825456
isDivis_5501,5.953089653530182e-05
isDivis_5503,8.929634480295273e-05
isDivis_5507,0.00014882724133825456
isDivis_5519,0.00014882724133825456
isDivis_5521,0.0002381235861412073
isDivis_5527,0.00014882724133825456
isDivis_5531,2.976544826765091e-05
isDivis_5557,0.00011906179307060365
isDivis_5563,8.929634480295273e-05
isDivis_5569,8.929634480295273e-05
isDivis_5573,8.929634480295273e-05
isDivis_5581,0.00011906179307060365
isDivis_5591,8.929634480295273e-05
isDivis_5623,5.953089653530182e-05
isDivis_5639,5.953089653530182e-05
isDivis_5641,0.0002083581378735564
isDivis_5647,8.929634480295273e-05
isDivis_5651,8.929634480295273e-05
isDivis_5653,0.00017859268960590546
isDivis_5657,8.929634480295273e-05
isDivis_5659,0.0
isDivis_5669,5.953089653530182e-05
isDivis_5683,0.00014882724133825456
isDivis_5689,8.929634480295273e-05
isDivis_5693,0.0
isDivis_5701,0.00014882724133825456
isDivis_5711,5.953089653530182e-05
isDivis_5717,0.0
isDivis_5737,0.00011906179307060365
isDivis_5741,2.976544826765091e-05
isDivis_5743,0.00017859268960590546
isDivis_5749,0.00014882724133825456
isDivis_5779,0.00014882724133825456
isDivis_5783,5.953089653530182e-05
isDivis_5791,0.00011906179307060365
isDivis_5801,5.953089653530182e-05
isDivis_5807,5.953089653530182e-05
isDivis_5813,0.00017859268960590546
isDivis_5821,0.00011906179307060365
isDivis_5827,0.00011906179307060365
isDivis_5839,5.953089653530182e-05
isDivis_5843,0.0
isDivis_5849,0.00011906179307060365
isDivis_5851,2.976544826765091e-05
isDivis_5857,0.00017859268960590546
isDivis_5861,0.0002083581378735564
isDivis_5867,5.953089653530182e-05
isDivis_5869,8.929634480295273e-05
isDivis_5879,5.953089653530182e-05
isDivis_5881,5.953089653530182e-05
isDivis_5897,0.00011906179307060365
isDivis_5903,5.953089653530182e-05
isDivis_5923,0.0
isDivis_5927,5.953089653530182e-05
isDivis_5939,0.0
isDivis_5953,0.0
isDivis_5981,0.00011906179307060365
isDivis_5987,5.953089653530182e-05
isDivis_6007,5.953089653530182e-05
isDivis_6011,8.929634480295273e-05
isDivis_6029,0.0002083581378735564
isDivis_6037,5.953089653530182e-05
isDivis_6043,0.00011906179307060365
